Date,amount
2018-12-29,617
2018-12-30,1336
2018-12-31,1152
2019-01-01,905
2019-01-02,658
2019-01-03,453
2019-01-04,1470
2019-01-05,1126
2019-01-06,1088
2019-01-07,1522
2019-01-08,1443
2019-01-09,818
2019-01-10,1089
2019-01-11,1249
2019-01-12,461
2019-01-13,1568
2019-01-14,615
2019-01-15,402
2019-01-16,559
2019-01-17,1180
2019-01-18,1543
2019-01-19,1292
2019-01-20,1512
2019-01-21,728
2019-01-22,979
2019-01-23,1690
2019-01-24,1351
2019-01-25,1746
2019-01-26,1034
2019-01-27,1387
2019-01-28,1618
2019-01-29,1320
2019-01-30,1137
2019-01-31,569
2019-02-01,920
2019-02-02,439
2019-02-03,1684
2019-02-04,1354
2019-02-05,1649
2019-02-06,1383
2019-02-07,1547
2019-02-08,1374
2019-02-09,437
2019-02-10,727
2019-02-11,1674
2019-02-12,1599
2019-02-13,1313
2019-02-14,853
2019-02-15,436
2019-02-16,1739
2019-02-17,1372
2019-02-18,1195
2019-02-19,1372
2019-02-20,992
2019-02-21,1537
2019-02-22,1463
2019-02-23,1724
2019-02-24,623
2019-02-25,717
2019-02-26,748
2019-02-27,514
2019-02-28,1097
2019-03-01,1746
2019-03-02,1463
2019-03-03,439
2019-03-04,1712
2019-03-05,1685
2019-03-06,615
2019-03-07,1570
2019-03-08,735
2019-03-09,1591
2019-03-10,491
2019-03-11,752
2019-03-12,970
2019-03-13,1215
2019-03-14,1180
2019-03-15,762
2019-03-16,956
2019-03-17,1593
2019-03-18,755
2019-03-19,590
2019-03-20,821
2019-03-21,1099
2019-03-22,406
2019-03-23,532
2019-03-24,956
2019-03-25,1225
2019-03-26,1160
2019-03-27,1454
2019-03-28,934
2019-03-29,825
2019-03-30,1071
2019-03-31,762
2019-04-01,481
2019-04-02,755
2019-04-03,1681
2019-04-04,988
2019-04-05,694
2019-04-06,1647
2019-04-07,1469
2019-04-08,1536
2019-04-09,1656
2019-04-10,416
2019-04-11,759
2019-04-12,1646
2019-04-13,1265
2019-04-14,1099
2019-04-15,847
2019-04-16,1255
2019-04-17,764
2019-04-18,1074
2019-04-19,1407
2019-04-20,1749
2019-04-21,866
2019-04-22,813
2019-04-23,985
2019-04-24,1656
2019-04-25,1647
2019-04-26,1393
2019-04-27,971
2019-04-28,734
2019-04-29,1645
2019-04-30,436
2019-05-01,1388
2019-05-02,677
2019-05-03,1619
2019-05-04,1315
2019-05-05,883
2019-05-06,1665
2019-05-07,1747
2019-05-08,1130
2019-05-09,591
2019-05-10,1440
2019-05-11,923
2019-05-12,1317
2019-05-13,800
2019-05-14,1285
2019-05-15,1104
2019-05-16,421
2019-05-17,873
2019-05-18,1543
2019-05-19,609
2019-05-20,705
2019-05-21,1693
2019-05-22,1103
2019-05-23,1086
2019-05-24,684
2019-05-25,1115
2019-05-26,1162
2019-05-27,1650
2019-05-28,1347
2019-05-29,780
2019-05-30,859
2019-05-31,1430
2019-06-01,428
2019-06-02,1306
2019-06-03,1456
2019-06-04,1278
2019-06-05,478
2019-06-06,1346
2019-06-07,858
2019-06-08,969
2019-06-09,1137
2019-06-10,1708
2019-06-11,915
2019-06-12,1522
2019-06-13,796
2019-06-14,438
2019-06-15,1694
2019-06-16,1286
2019-06-17,1196
2019-06-18,556
2019-06-19,1498
2019-06-20,1283
2019-06-21,1553
2019-06-22,1373
2019-06-23,1507
2019-06-24,1445
2019-06-25,1248
2019-06-26,1147
2019-06-27,1388
2019-06-28,420
2019-06-29,702
2019-06-30,1268
2019-07-01,483
2019-07-02,1680
2019-07-03,969
2019-07-04,1333
2019-07-05,1585
2019-07-06,1586
2019-07-07,1408
2019-07-08,1192
2019-07-09,1191
2019-07-10,1694
2019-07-11,891
2019-07-12,607
2019-07-13,1483
2019-07-14,829
2019-07-15,1384
2019-07-16,1732
2019-07-17,919
2019-07-18,990
2019-07-19,1450
2019-07-20,598
2019-07-21,786
2019-07-22,748
2019-07-23,1359
2019-07-24,1092
2019-07-25,777
2019-07-26,1298
2019-07-27,1315
2019-07-28,926
2019-07-29,1576
2019-07-30,1133
2019-07-31,605
2019-08-01,854
2019-08-02,1696
2019-08-03,1659
2019-08-04,920
2019-08-05,1416
2019-08-06,1355
2019-08-07,1125
2019-08-08,1413
2019-08-09,900
2019-08-10,516
2019-08-11,785
2019-08-12,983
2019-08-13,794
2019-08-14,1487
2019-08-15,1120
2019-08-16,471
2019-08-17,673
2019-08-18,1743
2019-08-19,737
2019-08-20,1006
2019-08-21,565
2019-08-22,410
2019-08-23,1724
2019-08-24,1128
2019-08-25,1200
2019-08-26,501
2019-08-27,1178
2019-08-28,613
2019-08-29,1511
2019-08-30,800
2019-08-31,987
2019-09-01,1288
2019-09-02,1469
2019-09-03,991
2019-09-04,1733
2019-09-05,1509
2019-09-06,491
2019-09-07,1072
2019-09-08,1113
2019-09-09,1335
2019-09-10,641
2019-09-11,401
2019-09-12,624
2019-09-13,1200
2019-09-14,988
2019-09-15,515
2019-09-16,1317
2019-09-17,1526
2019-09-18,593
2019-09-19,1589
2019-09-20,1270
2019-09-21,489
2019-09-22,521
2019-09-23,542
2019-09-24,1393
2019-09-25,505
2019-09-26,1286
2019-09-27,827
2019-09-28,1728
2019-09-29,716
2019-09-30,1034
2019-10-01,408
2019-10-02,1173
2019-10-03,1496
2019-10-04,622
2019-10-05,952
2019-10-06,1115
2019-10-07,1687
2019-10-08,1741
2019-10-09,1507
2019-10-10,1741
2019-10-11,510
2019-10-12,650
2019-10-13,782
2019-10-14,406
2019-10-15,858
2019-10-16,1507
2019-10-17,607
2019-10-18,1299
2019-10-19,1737
2019-10-20,421
2019-10-21,809
2019-10-22,1294
2019-10-23,914
2019-10-24,1550
2019-10-25,1208
2019-10-26,1273
2019-10-27,413
2019-10-28,1370
2019-10-29,1377
2019-10-30,1413
2019-10-31,1435
2019-11-01,486
2019-11-02,1308
2019-11-03,1724
2019-11-04,1666
2019-11-05,521
2019-11-06,1570
2019-11-07,1149
2019-11-08,1084
2019-11-09,708
2019-11-10,1094
2019-11-11,687
2019-11-12,706
2019-11-13,1313
2019-11-14,1061
2019-11-15,948
2019-11-16,711
2019-11-17,1272
2019-11-18,1482
2019-11-19,1323
2019-11-20,1154
2019-11-21,434
2019-11-22,844
2019-11-23,492
2019-11-24,1630
2019-11-25,752
2019-11-26,1302
2019-11-27,1261
2019-11-28,558
2019-11-29,1356
2019-11-30,423
2019-12-01,803
2019-12-02,1204
2019-12-03,915
2019-12-04,1131
2019-12-05,931
2019-12-06,1355
2019-12-07,551
2019-12-08,1346
2019-12-09,1007
2019-12-10,819
2019-12-11,1673
2019-12-12,1540
2019-12-13,1265
2019-12-14,977
2019-12-15,734
2019-12-16,1331
2019-12-17,694
2019-12-18,1154
2019-12-19,585
2019-12-20,1669
2019-12-21,1036
2019-12-22,1691
2019-12-23,1660
2019-12-24,929
2019-12-25,420
2019-12-26,1310
2019-12-27,1266
2019-12-28,1193
2019-12-29,499
2019-12-30,1151
2019-12-31,877
2020-01-01,1721
2020-01-03,1526
2020-01-05,1260
2020-01-06,1694
2020-01-07,1530
2020-01-08,1495
2020-01-09,1444
2020-01-10,521
2020-01-11,866
2020-01-12,1638
2020-01-15,730
2020-01-16,487
2020-01-17,1523
2020-01-19,1271
2020-01-20,530
2020-01-22,1732
2020-01-23,1169
2020-01-24,743
2020-01-27,1205
2020-01-28,785
2020-02-01,1615
2020-02-03,1355
2020-02-06,676
2020-02-10,1584
2020-02-12,859
2020-02-14,1737
2020-02-15,421
2020-02-17,652
2020-02-18,1147
2020-02-19,1256
2020-02-21,874
2020-02-22,1482
2020-02-23,910
2020-02-24,1099
2020-02-25,1375
2020-02-28,589
2020-03-01,1357
2020-03-02,1086
2020-03-05,1357
2020-03-06,962
2020-03-07,1667
2020-03-08,1231
2020-03-10,1554
2020-03-13,1046
2020-03-16,420
2020-03-17,1240
2020-03-19,566
2020-03-20,1697
2020-03-22,787
2020-03-25,1000
2020-03-26,715
2020-03-27,413
2020-03-28,641
2020-03-29,1176
2020-03-30,964
2020-03-31,1297
2020-04-02,491
2020-04-03,1355
2020-04-04,908
2020-04-07,1175
2020-04-08,434
2020-04-09,605
2020-04-10,1504
2020-04-11,1425
2020-04-12,1421
2020-04-13,965
2020-04-14,1529
2020-04-15,1102
2020-04-16,801
2020-04-19,1129
2020-04-20,561
2020-04-21,601
2020-04-22,1395
2020-04-24,669
2020-04-28,1215
2020-05-02,1694
2020-05-04,855
2020-05-07,1675
2020-05-08,1416
2020-05-09,695
2020-05-10,1119
2020-05-11,737
2020-05-18,1278
2020-05-22,1476
2020-05-23,1191
2020-05-24,616
2020-05-26,1163
2020-05-29,587
2020-06-03,779
2020-06-04,892
2020-06-13,1464
2020-06-14,1580
2020-06-16,414
2020-06-17,464
2020-06-20,920
2020-06-23,1552
2020-06-25,1047
2020-06-26,1486
2020-06-27,1562
2020-06-28,992
2020-06-29,791
2020-07-01,818
2020-07-03,688
2020-07-07,778
2020-07-09,630
2020-07-10,1417
2020-07-14,440
2020-07-15,1451
2020-07-16,534
2020-07-18,600
2020-07-19,1179
2020-07-25,1329
2020-07-26,1456
2020-07-27,1471
2020-08-03,902
2020-08-07,806
2020-08-10,1204
2020-08-11,498
2020-08-12,1083
2020-08-15,1125
2020-08-19,1360
2020-08-20,1012
2020-08-23,1042
2020-08-24,1428
2020-08-25,1641
2020-08-28,902
2020-09-02,1166
2020-09-03,797
2020-09-04,1270
2020-09-09,1194
2020-09-10,792
2020-09-12,606
2020-09-13,1438
2020-09-14,1291
2020-09-15,1263
2020-09-19,1142
2020-09-20,1664
2020-09-21,963
2020-09-24,1420
2020-09-26,495
2020-09-28,884
2020-10-02,630
2020-10-05,1148
2020-10-06,1594
2020-10-09,940
2020-10-11,1459
2020-10-13,924
2020-10-17,1583
2020-10-20,1666
2020-10-21,1509
2020-10-22,977
2020-10-25,1081
2020-10-28,956
2020-11-03,1412
2020-11-05,1045
2020-11-08,1195
2020-11-11,1451
2020-11-13,1654
2020-11-18,589
2020-11-19,1648
2020-11-21,1706
2020-11-24,1032
2020-11-28,1027
2020-11-30,1372
2020-12-02,1682
2020-12-03,1109
2020-12-04,1048
2020-12-07,717
2020-12-08,1648
2020-12-09,1657
2020-12-15,1083
2020-12-17,1063
2020-12-19,1656
2020-12-21,1536
2020-12-26,841
2020-12-27,963
2020-12-29,1691
2021-01-02,1536
2021-01-03,1351
2021-01-04,1504
2021-01-05,1098
2021-01-07,512
2021-01-09,401
2021-01-12,1041
2021-01-16,619
2021-01-18,1254
2021-01-21,1648
2021-01-22,784
2021-01-23,1553
2021-01-24,1476
2021-01-25,1129
2021-01-28,646
2021-01-30,1235
2021-01-31,602
2021-02-01,1607
2021-02-03,522
2021-02-04,800
2021-02-06,1166
2021-02-07,693
2021-02-10,679
2021-02-12,1283
2021-02-14,597
2021-02-15,1381
2021-02-17,1151
2021-02-19,543
2021-02-22,1008
2021-02-25,1624
2021-02-26,1547
2021-03-01,586
2021-03-03,1749
2021-03-06,863
2021-03-11,1059
2021-03-13,1163
2021-03-14,1354
2021-03-16,802
2021-03-26,546
2021-03-31,1571
2021-04-04,1263
2021-04-05,888
2021-04-06,1328
2021-04-07,950
2021-04-10,737
2021-04-14,1271
2021-04-15,1040
2021-04-16,872
2021-04-17,550
2021-04-20,1721
2021-04-22,662
2021-04-25,543
2021-04-26,745
2021-04-28,1023
2021-04-29,1416
2021-05-01,1280
2021-05-03,401
2021-05-05,1296
2021-05-08,1727
2021-05-09,653
2021-05-13,852
2021-05-15,1460
2021-05-16,1583
2021-05-18,1414
2021-05-19,408
2021-05-20,1656
2021-05-21,1522
2021-05-26,1215
2021-05-28,607
2021-06-01,1554
2021-06-03,803
2021-06-04,551
2021-06-05,453
2021-06-07,1543
2021-06-08,1027
2021-06-10,986
2021-06-12,503
2021-06-13,653
2021-06-17,1650
2021-06-18,1535
2021-06-19,909
2021-06-21,498
2021-06-25,552
2021-06-27,1313
2021-06-30,1277
2021-07-01,737
2021-07-02,1221
2021-07-03,1586
2021-07-05,1356
2021-07-06,560
2021-07-08,1200
2021-07-15,797
2021-07-16,1700
2021-07-17,1215
2021-07-18,1558
2021-07-20,1618
2021-07-21,800
2021-07-22,1039
2021-07-25,1456
2021-07-26,1087
2021-07-27,859
2021-07-30,1354
2021-07-31,869
2021-08-01,1445
2021-08-03,1149
2021-08-04,437
2021-08-05,629
2021-08-10,962
2021-08-12,837
2021-08-14,1706
2021-08-16,426
2021-08-17,625
2021-08-19,1700
2021-08-26,1197
2021-08-28,683
2021-08-30,1278
2021-08-31,1359
2021-09-01,852
2021-09-02,1419
2021-09-03,1215
2021-09-04,1058
2021-09-07,946
2021-09-08,1615
2021-09-12,1472
2021-09-13,416
2021-09-14,1595
2021-09-15,1643
2021-09-18,557
2021-09-21,876
2021-09-22,1469
2021-09-23,917
2021-09-24,498
2021-09-25,1460
2021-09-26,679
2021-09-27,896
2021-09-29,701
2021-09-30,580
2021-10-02,1006
2021-10-03,1522
2021-10-04,1099
2021-10-05,1392
2021-10-06,1539
2021-10-08,590
2021-10-09,652
2021-10-10,1380
2021-10-11,1327
2021-10-12,1584
2021-10-14,1679
2021-10-15,1746
2021-10-17,527
2021-10-18,417
2021-10-19,965
2021-10-22,969
2021-10-23,1746
2021-10-25,1085
2021-10-26,1025
2021-10-28,1711
2021-10-29,1253
2021-10-31,1361
2021-11-01,554
2021-11-02,889
2021-11-08,1184
2021-11-09,1527
2021-11-11,645
2021-11-12,1599
2021-11-13,1462
2021-11-14,1158
2021-11-16,937
2021-11-20,1320
2021-11-22,807
2021-11-24,924
2021-11-25,1227
2021-11-28,1302
2021-11-29,435
2021-11-30,1084
2021-12-02,419
2021-12-04,720
2021-12-05,911
2021-12-06,799
2021-12-07,1053
2021-12-10,1371
2021-12-14,870
2021-12-15,1566
2021-12-17,1515
2021-12-18,1233
2021-12-19,1126
2021-12-21,1253
2021-12-22,450
2021-12-24,974
2021-12-25,1613
2021-12-27,1548
2021-12-28,549
2021-12-29,713
2021-12-30,969
2021-12-31,704
2022-01-02,1081
2022-01-07,1237
2022-01-10,1477
2022-01-11,1402
2022-01-12,843
2022-01-15,1012
2022-01-17,1392
2022-01-19,663
2022-01-20,1476
2022-01-22,1403
2022-01-24,404
2022-01-25,1526
2022-01-26,1619
2022-01-27,1173
2022-01-29,1276
2022-01-30,1391
2022-01-31,1283
2022-02-03,446
2022-02-04,1266
2022-02-07,1222
2022-02-11,1335
2022-02-12,1055
2022-02-13,668
2022-02-15,769
2022-02-16,1035
2022-02-18,1529
2022-02-19,1056
2022-02-20,519
2022-02-23,1230
2022-02-24,1481
2022-02-25,1140
2022-02-26,516
2022-02-27,1190
2022-02-28,1550
2022-03-02,1412
2022-03-03,1481
2022-03-04,1033
2022-03-05,912
2022-03-06,1201
2022-03-08,1519
2022-03-09,1541
2022-03-10,959
2022-03-11,887
2022-03-13,1660
2022-03-15,1296
2022-03-16,1695
2022-03-19,1612
2022-03-21,1103
2022-03-30,980
2022-04-06,1189
2022-04-07,1260
2022-04-11,646
2022-04-12,1499
2022-04-13,553
2022-04-14,1396
2022-04-15,1509
2022-04-16,1096
2022-04-17,1708
2022-04-19,1643
2022-04-20,1492
2022-04-21,1470
2022-04-23,1408
2022-04-25,493
2022-04-26,1357
2022-04-27,1411
2022-04-28,852
2022-05-01,1627
2022-05-04,1311
2022-05-10,617
2022-05-12,873
2022-05-15,831
2022-05-16,740
2022-05-17,950
2022-05-18,1712
2022-05-21,1677
2022-05-26,756
2022-05-27,422
2022-05-28,921
2022-06-02,1523
2022-06-03,1201
2022-06-05,1603
2022-06-06,1646
2022-06-08,1161
2022-06-09,841
2022-06-10,1168
2022-06-11,1415
2022-06-14,1748
2022-06-15,915
2022-06-16,1439
2022-06-22,1191
2022-06-24,735
2022-06-27,657
2022-06-28,896
2022-06-29,1295
2022-07-03,559
2022-07-07,1251
2022-07-08,1089
2022-07-09,779
2022-07-10,1356
2022-07-11,1090
2022-07-12,1691
2022-07-14,1591
2022-07-15,1466
2022-07-16,684
2022-07-21,796
2022-07-23,411
2022-07-24,1725
2022-07-26,1676
2022-07-29,898
2022-08-01,1153
2022-08-03,434
2022-08-05,1126
2022-08-08,1248
2022-08-09,489
2022-08-10,1175
2022-08-11,1004
2022-08-13,1369
2022-08-14,1421
2022-08-20,817
2022-08-25,514
2022-08-27,1016
2022-09-02,1619
2022-09-05,1225
2022-09-07,1498
2022-09-08,812
2022-09-09,1128
2022-09-13,1700
2022-09-16,1420
2022-09-17,1160
2022-09-20,1075
2022-09-22,856
2022-09-24,1319
2022-09-25,591
2022-09-27,1138
2022-09-29,1522
2022-10-06,1377
2022-10-07,1408
2022-10-09,495
2022-10-11,1062
2022-10-14,1613
2022-10-15,436
2022-10-16,678
2022-10-17,616
2022-10-18,1266
2022-10-24,1272
2022-10-26,1696
2022-10-27,461
2022-10-28,995
2022-10-29,1128
2022-11-01,796
2022-11-02,1098
2022-11-06,1442
2022-11-08,576
2022-11-11,795
2022-11-12,844
2022-11-16,1656
2022-11-20,475
2022-11-23,664
2022-11-24,854
2022-11-25,1117
2022-11-27,1134
2022-11-29,1250
2022-11-30,543
2022-12-02,1284
2022-12-06,1492
2022-12-07,1522
2022-12-08,795
2022-12-09,1448
2022-12-10,1347
2022-12-11,1290
2022-12-14,1574
2022-12-17,1567
2022-12-19,968
2022-12-20,1462
2022-12-21,508
2022-12-22,1465
2022-12-23,1609
2022-12-24,1334
2022-12-25,797
2022-12-26,1646
2022-12-27,1033
2022-12-29,1556
2023-01-01,1586
2023-01-02,1638
2023-01-03,1132
2023-01-05,634
2023-01-07,1057
2023-01-08,1150
2023-01-09,987
2023-01-11,1432
2023-01-12,1497
2023-01-14,1353
2023-01-26,891
2023-02-04,1312
2023-02-05,1676
2023-02-10,1653
2023-02-11,1597
2023-02-14,1591
2023-02-17,569
2023-02-19,1345
2023-02-21,1194
2023-02-22,1033
2023-02-23,1617
2023-02-25,428
2023-02-27,1588
2023-03-01,738
2023-03-02,899
2023-03-04,910
2023-03-06,1750
2023-03-09,616
2023-03-11,1724
2023-03-14,1555
2023-03-17,1493
2023-03-19,1675
2023-03-20,844
2023-03-22,1275
2023-03-23,1605
2023-03-25,566
2023-03-26,490
2023-03-27,1113
2023-03-28,438
2023-03-30,1549
2023-04-02,572
2023-04-03,1052
2023-04-05,1153
2023-04-06,1643
2023-04-09,1481
2023-04-11,875
2023-04-12,855
2023-04-14,1228
2023-04-17,1294
2023-04-18,1424
2023-04-19,786
2023-04-30,747
2023-05-26,589
2023-06-11,904
2023-06-14,1614
2023-06-15,1223
2023-06-18,1328
2023-06-20,1333
2023-06-24,1540
2023-06-27,533
2023-06-28,457
2023-06-29,1084
2023-07-03,1071
2023-07-08,572
2023-07-09,1214
2023-08-03,1572
2023-08-06,479
2023-08-13,1285
2023-08-19,1636
2023-08-20,602
2023-08-24,1163
2023-08-26,1652
2023-08-27,1650
2023-08-28,446
2023-08-29,1656
2023-08-31,1728
2023-09-02,1566
2023-09-05,1682
2023-09-17,1055
2023-09-26,870
2023-10-01,1370
2023-10-02,1435
2023-10-07,1135
2023-10-10,1183
2023-10-12,1367
2023-10-13,757
2023-10-16,1371
2023-11-19,1067
2023-11-30,772
2023-12-03,1431
2023-12-17,1545
2023-12-19,1075
2023-12-31,489
2024-01-03,1097
2024-01-05,1739
2024-02-04,1601
2024-03-10,939
2024-03-17,1131
2024-03-20,1268
2024-03-23,440
2024-03-24,1139
2024-04-13,901
2024-05-11,1358
2024-05-13,1568
2024-05-18,1624
2024-06-08,1328
2024-06-18,860
2024-06-25,1131
2024-07-04,1151
2024-07-05,1324
2024-07-08,1308
2024-07-09,1676
2024-07-11,789
2024-07-15,1282
2024-07-17,655
2024-07-18,1108
2024-07-19,849
2024-07-22,409
2024-07-23,1223
2024-07-24,1197
2024-08-05,1665
2024-08-06,1674
2024-08-12,1276
2024-08-13,1428
2024-08-16,1542
2024-08-17,1415
2024-08-18,773
2024-08-19,1488
2024-08-20,545
2024-08-21,623
2024-08-23,1662
2024-08-24,576
2024-08-26,1252
2024-08-29,1705
2024-08-31,462
2024-09-02,1640
2024-09-03,1226
2024-09-04,1194
2024-09-07,1088
2024-09-09,504
2024-09-11,1522
2024-09-12,910
2024-09-13,784
2024-09-14,804
2024-09-19,1222
2024-09-20,917
2024-09-21,875
2024-09-23,1108
2024-09-28,1170
2024-09-29,1446
2024-09-30,1396
2024-10-04,1076
2024-10-05,1113
2024-10-06,482
2024-10-13,1568
2024-10-14,1508
2024-10-16,1501
2024-10-20,856
2024-10-22,400
2024-10-25,450
2024-10-26,1084
2024-10-27,1116
2024-10-28,848
2024-10-29,1280
2024-10-30,887
2024-10-31,433
2024-11-04,494
2024-11-05,1495
2024-11-06,553
2024-11-07,649
2024-11-08,1073
2024-11-09,837
2024-11-10,517
2024-11-15,1170
2024-11-21,1729
2024-11-23,667
2024-11-26,1477
2024-11-27,635
2024-11-28,788
2024-11-29,1389
2024-12-01,1162
2024-12-03,800
2024-12-04,1023
2024-12-07,1166
2024-12-08,1726
2024-12-10,1318
2024-12-13,1630
2024-12-14,1652
2024-12-17,1252
2024-12-18,977
2024-12-20,474
2024-12-22,834
2024-12-24,502
2024-12-25,1163
2024-12-26,1137
2024-12-27,1205
